Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Tuition fees up to date;Scholarship holder;Target
3;12.666666666666666;6;14.0;1;0;1
6;12.625;6;15.538461538461538;1;0;1
0;0.0;0;0.0;0;0;0
6;14.833333333333334;6;15.0;1;0;1
5;13.285714285714286;4;12.25;1;0;1
9;15.555555555555555;11;15.692307692307692;1;0;1
5;12.75;5;12.285714285714286;1;1;1
8;11.95625;7;11.88888888888889;1;1;1
0;0.0;0;0.0;0;0;0
5;12.6;5;11.8;1;1;1
6;11.666666666666666;6;11.166666666666666;1;0;1
8;14.6;7;14.05714285714286;1;0;1
4;10.0;4;11.75;1;0;0
6;14.0;6;13.5;1;1;1
8;13.0625;7;12.625;1;1;1
0;0.0;0;0.0;1;0;0
7;13.971428571428572;7;13.971428571428572;1;1;1
0;0.0;2;11.0;1;0;0
5;15.333333333333334;5;12.8;1;0;1
0;0.0;0;0.0;0;1;0
5;13.142857142857142;5;13.714285714285714;1;0;1
0;0.0;0;0.0;0;0;0
3;14.666666666666666;6;12.0;0;0;0
6;13.333333333333334;6;12.666666666666666;1;1;1
1;13.0;3;12.0;0;0;0
6;11.166666666666666;5;11.4;1;0;1
3;12.6;2;13.25;0;0;0
0;0.0;6;13.861666666666666;1;0;0
6;12.142857142857142;6;12.166666666666666;1;1;1
6;14.5;4;13.75;1;0;1
6;15.433333333333332;6;15.433333333333332;1;1;1
6;15.5;6;13.833333333333334;1;1;1
11;11.363636363636363;12;11.833333333333334;1;0;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
6;12.166666666666666;6;11.166666666666666;1;0;1
6;12.428571428571429;6;14.666666666666666;1;1;1
6;14.166666666666666;6;13.714285714285714;1;0;1
5;11.444444444444445;5;12.8;1;0;1
5;11.8;4;13.25;1;0;1
6;13.78;6;13.78;1;0;0
7;15.11;7;15.11;1;0;1
5;11.2;4;11.0;1;0;1
7;15.798571428571426;7;15.798571428571426;1;1;1
8;15.599999999999998;7;13.775714285714288;1;0;1
7;12.16;7;12.16;1;0;1
0;0.0;0;0.0;1;0;0
6;15.5;6;14.333333333333334;1;0;1
7;14.2;7;14.2;1;0;1
5;13.2;5;12.2;1;0;1
5;13.666666666666666;4;13.0;1;0;1
7;12.485714285714286;7;12.485714285714286;1;1;1
6;16.285714285714285;6;17.0;1;0;1
6;10.166666666666666;5;10.8;1;0;1
6;14.716666666666669;6;14.716666666666669;1;0;1
6;11.666666666666666;6;12.333333333333334;1;0;1
6;13.875;6;15.307692307692308;1;0;1
6;12.666666666666666;6;12.666666666666666;1;1;1
8;14.44875;7;14.368;1;1;1
7;12.084285714285716;7;12.084285714285716;1;0;1
6;11.5;4;11.0;1;1;1
5;11.0;5;12.8;1;0;1
7;11.857142857142858;7;11.857142857142858;1;1;1
5;13.0;6;12.285714285714286;1;0;1
4;13.5;3;12.333333333333334;1;0;0
4;11.4;4;11.25;1;1;1
0;0.0;0;0.0;1;0;0
1;16.0;2;16.0;1;0;0
6;11.0;6;11.666666666666666;1;0;1
0;0.0;0;0.0;1;0;0
4;12.5625;4;12.0;1;0;0
12;13.417391304347827;12;13.417391304347827;1;0;1
6;14.857142857142858;6;15.166666666666666;1;0;1
5;12.5;5;13.833333333333334;1;0;1
4;14.8;5;13.333333333333334;1;0;1
3;10.666666666666666;3;11.666666666666666;1;0;0
6;13.428571428571429;5;15.0;1;0;1
2;12.5;1;13.0;1;0;0
7;12.05;6;13.075;1;1;1
6;13.666666666666666;6;13.5;1;1;1
6;12.333333333333334;5;11.8;1;1;1
3;11.0;6;12.166666666666666;1;0;0
6;11.0;6;12.166666666666666;1;0;1
0;0.0;0;0.0;1;0;0
8;13.2;7;13.557142857142855;1;0;1
6;13.5;6;14.333333333333334;1;0;1
4;11.75;4;10.5;1;0;1
0;0.0;0;0.0;1;0;0
8;15.0;7;14.093333333333332;1;1;1
6;13.166666666666666;6;13.333333333333334;1;1;1
7;12.071428571428571;7;12.071428571428571;1;0;1
6;12.5;6;12.666666666666666;1;1;1
7;13.2575;7;13.2;1;1;1
8;14.51125;7;14.15;1;1;1
0;0.0;0;0.0;0;0;0
3;11.4;5;12.2;1;0;0
5;14.0;5;14.8;1;0;1
5;11.4;5;11.0;1;0;1
6;13.0;5;11.833333333333334;1;0;1
5;11.8;4;11.75;1;0;1
8;12.0;12;12.333333333333334;1;0;1
6;11.833333333333334;3;11.666666666666666;1;0;0
4;13.5;6;11.285714285714286;1;1;1
0;0.0;2;11.5;0;0;0
4;12.25;6;11.666666666666666;1;1;1
7;13.514285714285714;7;13.514285714285714;1;1;1
6;13.714285714285714;6;13.0;1;0;1
7;12.744285714285716;7;12.744285714285716;1;1;1
5;11.8;4;11.75;1;0;1
6;11.666666666666666;6;12.166666666666666;1;0;1
6;12.375;5;13.4;1;1;1
4;11.5;5;11.8;1;0;0
6;13.533333333333331;6;13.533333333333331;1;0;1
4;14.0;6;14.166666666666666;1;1;1
8;14.755555555555556;7;14.652857142857142;1;1;1
0;0.0;0;0.0;0;0;0
5;13.0;5;13.6;1;0;1
4;13.25;6;12.833333333333334;1;1;1
6;15.166666666666666;6;14.666666666666666;1;1;1
6;14.666666666666666;6;13.333333333333334;1;0;1
5;11.4;5;13.4;0;1;1
8;15.6375;7;13.3125;1;1;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;0;0;0
6;13.5;6;12.333333333333334;1;1;1
6;11.833333333333334;5;13.0;1;0;1
0;0.0;2;12.5;1;0;0
6;16.0;6;17.0;1;0;1
6;13.0;6;13.5;1;0;1
6;11.833333333333334;6;12.714285714285714;1;0;1
8;13.927272727272726;6;13.0;1;1;1
6;13.5;6;12.571428571428571;1;0;1
6;11.5;4;11.5;1;1;0
6;13.285714285714286;6;13.5;1;1;1
0;0.0;1;12.0;0;1;0
8;14.7375;7;14.95;1;0;1
4;12.25;3;10.666666666666666;0;0;0
7;14.992857142857142;7;14.992857142857142;1;0;1
6;14.0;6;12.333333333333334;1;1;1
2;11.5;3;11.333333333333334;0;0;0
6;14.666666666666666;6;16.142857142857142;1;0;1
5;13.833333333333334;6;14.833333333333334;1;0;1
7;13.327142857142857;7;13.327142857142857;0;0;0
2;11.5;4;11.0;0;0;0
10;12.727272727272728;12;12.333333333333334;1;0;0
0;0.0;0;0.0;0;0;0
8;11.25;12;11.916666666666666;0;0;0
6;11.0;6;11.833333333333334;1;0;1
3;11.666666666666666;3;12.333333333333334;0;0;0
10;14.2;10;14.3;1;0;1
5;11.832;5;11.832;0;0;0
0;0.0;2;10.0;1;0;0
5;11.6;5;12.0;1;0;1
0;0.0;5;12.2;0;0;0
4;11.25;3;11.333333333333334;1;0;0
9;12.555555555555555;13;13.846153846153848;1;0;0
7;12.412857142857144;7;12.412857142857144;1;0;1
7;12.545714285714286;7;12.545714285714286;1;0;1
2;14.0;3;13.0;1;0;0
0;0.0;0;0.0;0;0;0
9;13.0;9;12.22222222222222;0;0;0
5;13.0;5;13.285714285714286;1;0;1
1;11.0;3;11.666666666666666;1;0;0
6;12.666666666666666;6;13.555555555555555;1;1;1
6;12.428571428571429;6;13.166666666666666;1;0;1
5;12.2;6;11.666666666666666;1;1;1
4;12.25;4;11.0;1;0;0
6;12.0;6;13.666666666666666;1;1;1
5;15.2;5;14.6;1;0;0
7;12.514285714285714;7;12.514285714285714;1;1;1
0;0.0;1;13.0;0;0;0
3;13.666666666666666;1;10.0;1;0;0
6;15.333333333333334;6;14.333333333333334;1;1;1
0;0.0;0;0.0;1;1;0
0;0.0;1;11.0;1;0;0
3;10.571428571428571;4;10.75;1;0;0
0;0.0;1;11.0;0;0;0
4;13.666666666666666;5;12.8;1;0;1
5;11.4;3;12.333333333333334;1;0;1
2;13.0;2;11.333333333333334;0;0;0
6;11.166666666666666;5;11.6;1;0;1
11;12.181818181818182;12;10.923076923076923;1;1;1
0;0.0;0;0.0;1;0;1
8;13.9125;7;13.62857142857143;1;0;1
1;11.0;3;10.333333333333334;1;0;0
12;13.75;18;13.736842105263158;1;0;1
7;12.142857142857142;4;11.5;1;1;1
6;13.0;5;14.0;1;1;1
0;0.0;3;11.333333333333334;1;0;0
1;10.0;1;10.0;1;0;0
5;12.0;5;11.714285714285714;1;0;1
0;0.0;0;0.0;0;0;0
12;11.833333333333334;13;10.76923076923077;1;0;0
6;12.0;5;11.6;1;0;0
0;0.0;4;13.75;1;0;0
5;10.5;4;11.0;1;0;0
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
5;13.2;6;12.333333333333334;1;0;1
6;13.625;6;13.428571428571429;1;1;1
2;15.0;4;14.75;0;0;0
19;12.210526315789474;21;12.476190476190476;1;0;1
0;0.0;0;0.0;1;0;0
2;12.5;3;11.666666666666666;1;0;0
6;13.571428571428571;6;12.0;1;0;1
6;14.0;6;12.0;1;1;1
11;15.0;12;15.25;0;0;1
6;13.166666666666666;5;12.4;1;1;1
4;11.75;5;12.2;0;0;0
0;0.0;2;10.5;1;0;0
7;14.4;7;14.4;1;1;1
10;12.8;13;12.846153846153848;1;0;1
5;13.2;4;12.0;0;0;0
0;0.0;0;0.0;1;0;0
5;13.5;6;13.666666666666666;1;0;0
6;11.666666666666666;5;11.857142857142858;1;1;1
0;0.0;0;0.0;1;0;0
0;0.0;0;0.0;1;0;0
6;11.333333333333334;5;13.2;1;0;1
5;11.0;6;12.714285714285714;1;1;0
6;12.666666666666666;6;12.5;1;0;1
4;13.25;5;13.0;1;0;1
12;13.291666666666666;12;13.291666666666666;1;0;1
4;11.5;3;11.666666666666666;1;0;1
7;14.24;7;14.24;1;0;1
3;11.333333333333334;3;13.0;1;0;0
5;13.2;5;11.833333333333334;0;0;0
6;13.333333333333334;6;12.833333333333334;1;0;1
0;0.0;1;10.0;1;0;0
2;10.0;2;11.0;1;0;0
8;13.6625;7;14.105714285714289;1;0;1
7;12.471428571428572;7;12.471428571428572;1;0;1
5;11.857142857142858;6;11.833333333333334;1;1;1
6;12.833333333333334;6;12.5;1;0;1
6;12.333333333333334;6;11.666666666666666;1;0;0
0;0.0;0;0.0;1;0;1
5;14.285714285714286;5;16.166666666666668;1;0;1
0;0.0;3;12.666666666666666;1;0;0
3;12.333333333333334;2;10.5;0;0;0
1;11.0;2;11.5;1;0;0
5;13.4;6;13.0;1;0;1
6;11.966666666666669;6;11.966666666666669;1;0;1
8;13.3475;8;13.3475;1;0;1
4;12.5;5;12.0;1;0;1
0;0.0;2;10.5;1;0;0
0;0.0;0;0.0;1;0;1
4;14.0;6;13.571428571428571;1;0;1
6;12.0;6;14.7;1;0;1
0;0.0;0;0.0;0;0;0
0;0.0;0;0.0;1;0;1
8;14.925;7;13.175714285714289;1;0;1
0;0.0;0;0.0;1;0;0
7;13.742857142857144;7;13.742857142857144;1;0;1
0;0.0;0;0.0;1;0;0
7;12.11875;7;12.217142857142855;1;0;1
12;11.333333333333334;14;11.071428571428571;1;0;0
8;13.25;7;13.428571428571429;1;1;1
5;13.666666666666666;5;11.4;1;0;0
4;11.325;4;11.325;1;0;0
7;15.0;7;15.0;1;0;1
6;15.625;6;13.166666666666666;1;0;1
4;10.5;2;11.0;0;0;0
0;0.0;0;0.0;1;0;0
2;12.5;3;12.333333333333334;1;1;0
5;10.166666666666666;4;12.25;0;0;0
12;12.5;13;11.923076923076923;0;0;0
6;14.142857142857142;6;14.333333333333334;1;1;1
5;13.0;5;12.0;1;0;1
3;10.666666666666666;3;12.333333333333334;1;0;1
8;14.88875;8;14.88875;1;0;1
5;12.4;6;12.166666666666666;1;1;0
6;13.333333333333334;6;12.666666666666666;1;1;1
4;12.25;4;13.0;1;1;1
6;14.333333333333334;6;13.875;1;1;1
3;13.333333333333334;4;10.75;1;0;0
0;0.0;3;14.666666666666666;1;0;0
7;11.2625;6;12.4125;1;1;1
2;10.5;1;11.0;0;0;0
7;14.314285714285717;7;14.314285714285717;1;1;1
6;13.285714285714286;6;12.833333333333334;1;0;1
6;11.666666666666666;5;11.4;1;0;0
5;14.333333333333334;5;14.6;1;0;1
5;12.5;6;13.5;1;1;1
3;13.333333333333334;6;12.5;1;0;0
5;11.6;5;11.8;1;0;1
3;11.083333333333334;3;12.333333333333334;0;0;0
12;12.625;12;12.625;1;0;1
6;13.5;6;13.833333333333334;1;1;1
7;13.142857142857142;6;12.5;1;0;1
5;12.666666666666666;5;13.6;1;0;1
2;11.0;6;12.0;0;0;0
1;13.5;7;14.9125;1;1;0
5;12.0;5;13.8;1;1;1
6;13.0;6;11.666666666666666;1;0;1
